"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"ASV"	"Test"	"TimePoint"
"1"	1.24849452206875	1.954769190648	3.01519836731695	0.648305336005947	0.51678748346766	NA	"ASV11489"	"RH-CS"	1
"2"	0.297330104319925	-1.17899249135999	3.07325546333821	-0.383629836642135	0.701252822588603	NA	"ASV11644"	"RH-CS"	1
"3"	3.28550087156603	-4.68006604194519	2.55061686302895	-1.83487614693625	0.0665240426885853	NA	"ASV3656"	"RH-CS"	1
"4"	17.4644553694424	-7.08801238548547	3.00435938649358	-2.35924251184808	0.0183122842209857	0.0855527028449176	"ASV562"	"RH-CS"	1
"5"	4.16337549701231	-2.3137913110315	2.95842548776875	-0.782102277240916	NA	NA	"ASV2718"	"RH-CS"	1
"6"	0.705547865765686	-2.47637915086712	3.0319323092172	-0.816765975724071	NA	NA	"ASV3076"	"RH-CS"	1
"7"	7.8517143947304	-0.253861396352869	2.90422566816571	-0.0874110435478681	0.930344791498046	0.979482720626464	"ASV860"	"RH-CS"	1
"8"	5.8399109135858	-5.50842080706707	2.41454427225805	-2.2813500958985	0.0225277385494736	0.0950538203240337	"ASV2001"	"RH-CS"	1
"9"	0	NA	NA	NA	NA	NA	"ASV4356"	"RH-CS"	1
"10"	11.673150137462	-0.521489899692979	1.77136794279023	-0.294399535576746	0.768452621748863	0.916625002272247	"ASV533"	"RH-CS"	1
"11"	0	NA	NA	NA	NA	NA	"ASV8489"	"RH-CS"	1
"12"	0.539536603232583	-2.0944368076549	3.04058089081347	-0.688827853250949	0.490931605433726	NA	"ASV938"	"RH-CS"	1
"13"	0.66404505013241	-2.38996008283696	3.03369626152461	-0.78780467021305	0.430810968899696	NA	"ASV1713"	"RH-CS"	1
"14"	0	NA	NA	NA	NA	NA	"ASV3492"	"RH-CS"	1
"15"	0	NA	NA	NA	NA	NA	"ASV4719"	"RH-CS"	1
"16"	1.04107634209859	4.04783812480702	3.04708675907401	1.32842890434703	0.18403645598862	NA	"ASV5436"	"RH-CS"	1
"17"	0	NA	NA	NA	NA	NA	"ASV4226"	"RH-CS"	1
"18"	0	NA	NA	NA	NA	NA	"ASV3044"	"RH-CS"	1
"19"	0	NA	NA	NA	NA	NA	"ASV3562"	"RH-CS"	1
"20"	0	NA	NA	NA	NA	NA	"ASV6168"	"RH-CS"	1
"21"	0	NA	NA	NA	NA	NA	"ASV10586"	"RH-CS"	1
"22"	0.859183850049328	-2.74484314003433	3.02707381205525	-0.906764522590447	0.364531334609946	NA	"ASV4474"	"RH-CS"	1
"23"	1.57102759203145	-3.61428115746891	3.0162864257749	-1.19825528722472	NA	NA	"ASV2488"	"RH-CS"	1
"24"	2.6898481849284	1.37540490913196	2.93858905838297	0.468049421612156	NA	NA	"ASV1963"	"RH-CS"	1
"25"	0	NA	NA	NA	NA	NA	"ASV5711"	"RH-CS"	1
"26"	0.572789233366219	-2.16073391158341	3.03891325573576	-0.711021911370835	0.477070657868944	NA	"ASV6986"	"RH-CS"	1
"27"	0	NA	NA	NA	NA	NA	"ASV6898"	"RH-CS"	1
"28"	2.09470345604194	-4.02915976662216	3.01301674497869	-1.33725103696716	NA	NA	"ASV3037"	"RH-CS"	1
"29"	1.85906489660462	4.86793735866614	3.02836871157457	1.60744540123554	NA	NA	"ASV4672"	"RH-CS"	1
"30"	4.57802848706279	-5.15627218375421	3.00768664496772	-1.71436482333736	0.0864617447186262	0.207369478643336	"ASV716"	"RH-CS"	1
"31"	3.57550839891332	-1.96211239740197	2.68123245099824	-0.731794961183416	0.464293725029827	NA	"ASV3152"	"RH-CS"	1
"32"	1.14557846673244	-3.15943308423838	3.02112730160573	-1.04577952824402	NA	NA	"ASV2195"	"RH-CS"	1
"33"	0	NA	NA	NA	NA	NA	"ASV5234"	"RH-CS"	1
"34"	0.124508446899827	-0.258424752434798	3.11295192060688	-0.0830159793744637	0.93383883376819	NA	"ASV8294"	"RH-CS"	1
"35"	1.25602093126268	4.32811236500814	3.0395197055245	1.42394614423508	NA	NA	"ASV4669"	"RH-CS"	1
"36"	0	NA	NA	NA	NA	NA	"ASV12408"	"RH-CS"	1
"37"	2.00864507720002	-3.9689342621134	3.01343532587581	-1.3170796227259	0.18781193663658	NA	"ASV2446"	"RH-CS"	1
"38"	1.70584679573693	-3.73355986247247	3.01524874208805	-1.2382261570523	0.21563221528378	NA	"ASV5603"	"RH-CS"	1
"39"	0.747565525157664	-2.54425643744212	2.9303473397761	-0.868243980127118	0.385260782431562	NA	"ASV5186"	"RH-CS"	1
"40"	1.04735172802097	-3.02962319941198	3.02281045924335	-1.00225377682805	NA	NA	"ASV4212"	"RH-CS"	1
"41"	1.3305826137488	-3.36845316395203	3.0187140127619	-1.11585700060078	NA	NA	"ASV6283"	"RH-CS"	1
"42"	0.407303449785932	-1.66830871720597	3.05330219717038	-0.54639488968765	0.584794522138978	NA	"ASV7548"	"RH-CS"	1
"43"	4.41262915738462	-0.0930539048408975	2.91768278223582	-0.0318930849533925	NA	NA	"ASV1128"	"RH-CS"	1
"44"	4.24268011857269	-2.336063883887	2.95336396250858	-0.79098408240302	0.428953280197596	0.68343000415141	"ASV1533"	"RH-CS"	1
"45"	1.6933258913752	-3.72311570329257	3.01533623197151	-1.23472655016595	NA	NA	"ASV5883"	"RH-CS"	1
"46"	1.57321927789269	-3.61126320706552	3.01631380375494	-1.19724386851592	0.231211515743255	NA	"ASV2856"	"RH-CS"	1
