"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"ASV"	"Test"	"TimePoint"
"48"	0.307727649795563	-1.63576308633756	3.07989809700834	-0.531109483111294	0.595342913106815	NA	"ASV5438"	"CH-CS"	1
"49"	1.08815203067411	-3.38767701036372	3.02624455489547	-1.11943266610214	0.262955601597562	NA	"ASV3298"	"CH-CS"	1
"50"	0.690600206035949	3.21558424950855	3.05325058244113	1.05316748910194	0.292264235872461	NA	"ASV8197"	"CH-CS"	1
"51"	0	NA	NA	NA	NA	NA	"ASV6245"	"CH-CS"	1
"52"	2.23771698183803	-4.43884771804047	3.01433959089936	-1.47257718786625	0.140865079681748	NA	"ASV2487"	"CH-CS"	1
"53"	0	NA	NA	NA	NA	NA	"ASV3552"	"CH-CS"	1
"54"	1.21547792507664	-3.56034834623574	3.02365498394721	-1.17749821495437	NA	NA	"ASV3604"	"CH-CS"	1
"55"	0.142997402950193	-0.580783902230602	3.11381344891935	-0.186518528408361	0.852038150230542	NA	"ASV7543"	"CH-CS"	1
"56"	1.07884642017257	3.85165713794563	3.03947206671039	1.26721254659013	NA	NA	"ASV3233"	"CH-CS"	1
"57"	1.00332736644191	3.74478567684007	3.04216196458619	1.23096196732229	NA	NA	"ASV4345"	"CH-CS"	1
"58"	0.091211578767446	1.31404341468664	3.10287718917825	0.423491918813146	0.671936393372549	NA	"ASV5492"	"CH-CS"	1
"59"	1.15324962156378	3.94494654514532	3.03727179027614	1.29884541705326	NA	NA	"ASV5543"	"CH-CS"	1
"60"	0	NA	NA	NA	NA	NA	"ASV4557"	"CH-CS"	1
"61"	0	NA	NA	NA	NA	NA	"ASV3357"	"CH-CS"	1
"62"	0	NA	NA	NA	NA	NA	"ASV4710"	"CH-CS"	1
"63"	0.372016006956057	2.53261969447445	3.07264998697638	0.824246075930914	0.409799751449657	NA	"ASV6631"	"CH-CS"	1
"64"	2.25653503307017	-4.45374012967897	3.01422523566669	-1.47757376488618	0.139521900776254	NA	"ASV1966"	"CH-CS"	1
"65"	0.835260763730814	-3.04186936442607	3.03244970751214	-1.00310628627759	NA	NA	"ASV4021"	"CH-CS"	1
"66"	1.76454565679213	0.322316313349973	2.95983004323846	0.108896899025092	NA	NA	"ASV4118"	"CH-CS"	1
"67"	0	NA	NA	NA	NA	NA	"ASV7220"	"CH-CS"	1
"68"	1.95670058376852	4.66178060630311	3.02419027323761	1.54149712323238	NA	NA	"ASV8300"	"CH-CS"	1
"69"	0	NA	NA	NA	NA	NA	"ASV7300"	"CH-CS"	1
"70"	1.24635012399968	4.04041780860708	3.03515429148998	1.33120672643749	0.183120998743136	NA	"ASV5361"	"CH-CS"	1
"71"	0	NA	NA	NA	NA	NA	"ASV7016"	"CH-CS"	1
"72"	3.05505268979999	-2.5777914341761	2.96708552758535	-0.868795796484482	0.384958832700212	NA	"ASV3271"	"CH-CS"	1
"73"	6.1754862944866	-1.95404613834901	2.91318430310395	-0.670759531508876	0.502373731613515	NA	"ASV1462"	"CH-CS"	1
"74"	2.30700676117962	-0.669497546989666	2.94849079379932	-0.227064486142409	NA	NA	"ASV2998"	"CH-CS"	1
"75"	0	NA	NA	NA	NA	NA	"ASV6200"	"CH-CS"	1
"76"	2.22882764500011	0.311224772564757	2.9449794374282	0.105679777797208	0.915836425470065	NA	"ASV5308"	"CH-CS"	1
"77"	0	NA	NA	NA	NA	NA	"ASV6416"	"CH-CS"	1
"78"	1.4692275222618	-0.552188328207585	2.97066936731957	-0.185880103077854	0.852538785715746	NA	"ASV3637"	"CH-CS"	1
"79"	0.701626185342152	3.25781792529587	3.05231328319103	1.06732750639869	0.285823971339386	NA	"ASV3698"	"CH-CS"	1
"80"	0.684086840755845	3.26014979159978	3.0522622922138	1.06810931678981	0.285471203700912	NA	"ASV5588"	"CH-CS"	1
"81"	6.16002980038946	-1.6244030367217	1.90226169432347	-0.853932474994933	0.393142404600534	NA	"ASV1204"	"CH-CS"	1
"82"	8.57718420260882	-3.16004813296831	2.8463025572164	-1.1102291725651	0.266900284846706	0.635465491741989	"ASV875"	"CH-CS"	1
"83"	3.24184589056306	-1.57833430598666	2.9434640983252	-0.536216598287955	NA	NA	"ASV2197"	"CH-CS"	1
"84"	25.3183113630994	-0.702019784665028	1.30529515454591	-0.537824554255125	0.59069817851174	0.866320105004074	"ASV220"	"CH-CS"	1
"85"	0	NA	NA	NA	NA	NA	"ASV3933"	"CH-CS"	1
"86"	2.50461386823465	-4.6065481071427	3.01311727281245	-1.52883133647265	0.126306261751589	NA	"ASV2222"	"CH-CS"	1
"87"	0	NA	NA	NA	NA	NA	"ASV3695"	"CH-CS"	1
"88"	0	NA	NA	NA	NA	NA	"ASV5102"	"CH-CS"	1
