"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"ASV"	"Test"	"TimePoint"
"179"	5.68008555543732	6.09446035788983	3.00996523696674	2.02476104475926	0.0428919069255878	0.25286728764767	"ASV651"	"RH-RT"	1
"180"	2.65069236368236	5.00892375544366	3.01753845477874	1.65993700842859	NA	NA	"ASV2305"	"RH-RT"	1
"181"	0	NA	NA	NA	NA	NA	"ASV2542"	"RH-RT"	1
"182"	1.32534618184118	4.01818854625736	3.03155374196154	1.32545515873237	NA	NA	"ASV4112"	"RH-RT"	1
"183"	0	NA	NA	NA	NA	NA	"ASV4648"	"RH-RT"	1
"184"	1.68299147468996	4.31959036694222	3.02625324650281	1.42737240246963	0.153472581220061	0.353657137369886	"ASV7699"	"RH-RT"	1
"185"	0	NA	NA	NA	NA	NA	"ASV2909"	"RH-RT"	1
"186"	0	NA	NA	NA	NA	NA	"ASV1551"	"RH-RT"	1
"187"	0	NA	NA	NA	NA	NA	"ASV668"	"RH-RT"	1
"188"	9.2742865373357	6.80201012180336	3.00733812887165	2.26180423694341	0.0237095009698249	0.229486736998977	"ASV142"	"RH-RT"	1
"189"	0.758213803002806	3.25250405706996	3.05104718655255	1.06602876265084	NA	NA	"ASV915"	"RH-RT"	1
"190"	4.73339751510357	5.83358784413199	3.01130629273095	1.93722832453603	0.0527174393389147	0.256840158147745	"ASV359"	"RH-RT"	1
"191"	0	NA	NA	NA	NA	NA	"ASV4774"	"RH-RT"	1
"192"	0	NA	NA	NA	NA	NA	"ASV1505"	"RH-RT"	1
"193"	1.43923628365513	4.11789741144836	3.02967889237836	1.35918609124141	0.174087627552968	0.370374720872293	"ASV1679"	"RH-RT"	1
"194"	16.5698152001999	22.7450882966695	3.00550279929017	7.56781471041762	3.79554829800715e-14	1.09469609527006e-11	"ASV97"	"RH-RT"	1
"195"	1.43867963589686	4.1211729909231	3.0296194264888	1.36029395470947	0.173736920642525	0.370374720872293	"ASV2140"	"RH-RT"	1
"196"	0.842459781114229	3.39914313193371	3.04649890275045	1.11575393277342	NA	NA	"ASV6021"	"RH-RT"	1
"197"	0	NA	NA	NA	NA	NA	"ASV7368"	"RH-RT"	1
"198"	20.1322569212328	7.92257448832714	3.00509220185306	2.63638316436406	0.00837950513397157	0.149995204241745	"ASV370"	"RH-RT"	1
"199"	0	NA	NA	NA	NA	NA	"ASV5803"	"RH-RT"	1
"200"	0	NA	NA	NA	NA	NA	"ASV1798"	"RH-RT"	1
"201"	0	NA	NA	NA	NA	NA	"ASV2285"	"RH-RT"	1
"202"	0	NA	NA	NA	NA	NA	"ASV8375"	"RH-RT"	1
"203"	0	NA	NA	NA	NA	NA	"ASV5226"	"RH-RT"	1
"204"	0	NA	NA	NA	NA	NA	"ASV8178"	"RH-RT"	1
"205"	0	NA	NA	NA	NA	NA	"ASV7052"	"RH-RT"	1
"206"	0	NA	NA	NA	NA	NA	"ASV1003"	"RH-RT"	1
"207"	0	NA	NA	NA	NA	NA	"ASV1304"	"RH-RT"	1
"208"	0.774973383506608	3.2242606237369	3.05197560768701	1.0564503253617	0.290762524241864	0.419257523864271	"ASV1318"	"RH-RT"	1
"209"	1.98801927276177	4.59704421788132	3.02224704366688	1.52106831488658	NA	NA	"ASV2935"	"RH-RT"	1
"210"	0	NA	NA	NA	NA	NA	"ASV4655"	"RH-RT"	1
